UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6113,53292,L,300.7,310.8,1925,22.0,74,0,No Failure
6114,20973,M,300.7,310.8,1724,30.0,76,0,No Failure
6115,20974,M,300.8,310.8,1549,35.5,79,0,No Failure
6116,53295,L,300.8,310.9,1457,47.7,82,0,No Failure
6117,53296,L,300.8,310.9,1453,43.9,84,0,No Failure
6118,53297,L,300.8,311.0,1578,44.4,86,0,No Failure
6119,20978,M,300.9,311.1,1325,61.4,88,0,No Failure
6120,53299,L,300.9,311.1,1471,39.3,91,0,No Failure
6121,20980,M,300.9,311.2,1472,40.0,93,0,No Failure
6122,53301,L,300.9,311.1,1457,37.4,96,0,No Failure
6123,53302,L,301.0,311.0,1402,55.3,98,0,No Failure
6124,53303,L,300.9,310.9,1477,41.5,100,0,No Failure
6125,20984,M,300.9,310.9,1727,30.1,102,0,No Failure
6126,53305,L,300.9,310.9,1995,20.2,105,0,No Failure
6127,53306,L,300.9,310.9,1370,52.5,107,0,No Failure
6128,53307,L,300.9,310.9,1228,66.4,109,0,No Failure
6129,53308,L,300.9,311.0,1499,38.0,111,0,No Failure
6130,20989,M,301.0,311.0,1508,46.9,113,0,No Failure
6131,53310,L,301.0,310.9,1473,44.2,116,0,No Failure
6132,35545,H,301.0,311.0,1640,37.6,118,0,No Failure
6133,53312,L,301.1,311.1,1429,42.5,123,0,No Failure
6134,53313,L,301.1,311.1,1470,40.9,125,0,No Failure
6135,53314,L,301.0,311.0,1581,37.0,127,0,No Failure
6136,53315,L,301.0,310.9,1740,28.9,129,0,No Failure
6137,35550,H,300.9,310.8,1390,40.6,131,0,No Failure
6138,20997,M,300.9,310.8,1988,19.7,136,0,No Failure
6139,20998,M,300.8,310.7,1452,43.0,139,0,No Failure
6140,53319,L,300.8,310.7,1586,33.4,142,0,No Failure
6141,53320,L,300.8,310.7,1589,34.3,144,0,No Failure
6142,53321,L,300.8,310.8,1486,45.7,146,0,No Failure
6143,53322,L,300.9,310.9,1755,27.9,148,0,No Failure
6144,21003,M,301.0,310.9,1575,34.6,150,0,No Failure
6145,21004,M,301.1,311.1,1615,37.7,153,0,No Failure
6146,21005,M,301.1,311.1,1436,41.8,156,0,No Failure
6147,21006,M,301.1,311.1,1470,40.6,159,0,No Failure
6148,21007,M,301.1,311.1,2089,19.8,162,0,No Failure
6149,53328,L,301.1,311.2,1564,37.0,165,0,No Failure
6150,21009,M,301.0,311.1,1420,47.4,167,0,No Failure
6151,53330,L,301.1,311.1,1711,29.1,170,0,No Failure
6152,53331,L,301.1,311.2,1555,35.3,172,0,No Failure
6153,21012,M,301.1,311.1,1592,35.7,174,0,No Failure
6154,53333,L,301.0,311.1,1236,64.4,177,1,Overstrain Failure
6155,21014,M,301.0,310.9,1765,24.2,179,0,No Failure
6156,53335,L,301.0,311.0,1634,31.2,182,0,No Failure
6157,53336,L,301.1,311.1,1508,41.5,184,0,No Failure
6158,53337,L,301.1,311.2,1774,29.6,186,0,No Failure
6159,53338,L,301.1,311.0,1677,29.1,188,0,No Failure
6160,53339,L,301.0,311.0,1399,58.0,190,1,Overstrain Failure
6161,53340,L,301.0,310.9,1570,34.0,192,0,No Failure
6162,53341,L,301.0,310.9,1479,44.3,194,0,No Failure
6163,53342,L,301.0,310.8,1558,34.9,196,0,No Failure
6164,53343,L,300.8,310.7,1358,48.1,198,0,No Failure
6165,35578,H,300.9,310.7,1656,30.7,200,0,No Failure
6166,53345,L,300.9,310.7,1523,35.8,205,0,No Failure
6167,35580,H,300.9,310.7,1403,40.6,207,0,No Failure
6168,21027,M,300.9,310.7,1362,51.6,212,0,No Failure
6169,21028,M,300.7,310.6,1778,27.1,215,0,No Failure
6170,53349,L,300.7,310.5,1448,38.2,218,0,No Failure
6171,35584,H,300.8,310.5,1559,40.1,220,0,No Failure
6172,53351,L,300.8,310.6,1416,42.2,225,0,No Failure
6173,53352,L,300.8,310.6,1577,37.9,227,1,Tool Wear Failure
6174,53353,L,300.8,310.7,1633,27.8,0,0,No Failure
6175,53354,L,300.9,310.7,1573,31.2,2,0,No Failure
6176,53355,L,300.9,310.8,1517,44.3,4,0,No Failure
6177,53356,L,301.0,310.9,1515,37.3,6,0,No Failure
6178,53357,L,301.0,310.8,1527,45.3,8,0,No Failure
6179,53358,L,301.1,310.9,1282,67.9,10,1,Power Failure
6180,21039,M,301.1,310.9,1396,45.1,12,0,No Failure
6181,53360,L,301.0,310.9,1492,44.6,15,0,No Failure
6182,53361,L,301.0,310.8,1975,19.7,17,0,No Failure
6183,53362,L,301.0,310.8,1475,35.3,19,0,No Failure
6184,35597,H,301.0,310.9,1495,37.3,21,0,No Failure
6185,53364,L,301.0,311.0,1553,35.8,26,0,No Failure
6186,53365,L,301.1,311.0,1918,21.7,28,0,No Failure
6187,21046,M,301.1,311.0,1413,46.6,30,0,No Failure
6188,53367,L,301.0,311.0,1437,56.0,33,0,No Failure
6189,53368,L,301.0,310.9,1450,45.9,35,0,No Failure
6190,21049,M,301.0,310.9,1910,21.9,37,0,No Failure
6191,53370,L,300.9,310.9,1749,26.4,40,0,No Failure
6192,35605,H,301.0,310.9,1916,22.0,42,0,No Failure
6193,53372,L,301.0,310.9,1428,45.3,47,0,No Failure
6194,53373,L,301.0,310.9,1578,38.4,49,0,No Failure
6195,53374,L,300.9,310.8,1571,39.9,51,0,No Failure
6196,53375,L,300.9,310.8,1729,30.2,53,0,No Failure
6197,53376,L,300.9,310.8,1701,30.4,55,0,No Failure
6198,53377,L,300.9,310.8,1493,45.8,57,0,No Failure
6199,21058,M,301.0,310.9,1554,32.7,59,0,No Failure
6200,53379,L,300.9,310.9,1497,43.2,62,0,No Failure
6201,53380,L,301.0,310.9,1679,29.8,64,0,No Failure
6202,21061,M,301.0,310.9,1510,44.5,66,0,No Failure
6203,53382,L,301.0,310.9,1296,54.9,69,0,No Failure
6204,53383,L,301.0,310.9,1404,41.8,71,0,No Failure
6205,21064,M,300.9,310.8,1519,34.9,73,0,No Failure
6206,21065,M,300.9,310.7,1696,27.3,76,0,No Failure
6207,21066,M,300.8,310.6,1669,28.4,79,0,No Failure
6208,53387,L,300.7,310.6,1447,40.7,82,0,No Failure
6209,21068,M,300.7,310.6,1418,46.3,84,0,No Failure
6210,53389,L,300.7,310.6,1407,40.5,87,0,No Failure
6211,53390,L,300.8,310.5,1434,44.5,89,0,No Failure
6212,53391,L,300.8,310.6,1360,48.8,91,0,No Failure
6213,53392,L,300.8,310.6,1402,53.7,93,0,No Failure
6214,53393,L,300.9,310.6,1552,34.9,95,0,No Failure
6215,53394,L,300.9,310.7,1392,44.2,97,0,No Failure
6216,53395,L,301.1,310.8,1521,41.0,99,0,No Failure
6217,53396,L,301.1,310.8,1724,27.5,101,0,No Failure
6218,21077,M,301.0,310.7,1455,46.1,103,0,No Failure
6219,35632,H,301.0,310.6,1366,50.6,106,0,No Failure
6220,35633,H,301.1,310.6,1407,43.9,111,0,No Failure
6221,53400,L,301.1,310.8,1470,49.3,116,0,No Failure
6222,21081,M,301.2,310.9,1359,50.8,118,0,No Failure
6223,35636,H,301.1,310.8,1792,25.8,121,0,No Failure
6224,21083,M,301.1,310.9,1552,37.9,126,0,No Failure
6225,53404,L,301.2,311.0,1612,32.9,129,0,No Failure
6226,21085,M,301.2,311.0,1424,41.4,131,0,No Failure
6227,35640,H,301.3,311.0,1341,59.3,134,0,No Failure
6228,53407,L,301.2,310.8,1479,38.2,139,0,No Failure
6229,53408,L,301.2,310.9,1413,50.1,141,0,No Failure
6230,53409,L,301.3,310.9,2165,17.4,143,0,No Failure
6231,21090,M,301.3,311.0,1641,33.0,145,0,No Failure
6232,21091,M,301.3,311.0,1495,40.8,148,0,No Failure
6233,53412,L,301.3,311.0,1576,30.4,151,0,No Failure
6234,53413,L,301.2,310.9,1467,37.1,153,0,No Failure
6235,53414,L,301.2,310.8,1479,41.2,155,0,No Failure
6236,53415,L,301.3,310.9,1596,33.9,157,0,No Failure
6237,21096,M,301.3,310.9,1512,36.9,159,0,No Failure
6238,53417,L,301.4,310.9,1414,38.8,162,0,No Failure
6239,53418,L,301.3,310.8,1390,57.4,164,0,No Failure
6240,53419,L,301.2,310.7,1644,31.6,166,0,No Failure
6241,21100,M,301.2,310.7,1394,42.8,168,0,No Failure
6242,53421,L,301.1,310.5,1324,52.4,171,0,No Failure
6243,53422,L,301.0,310.4,1476,43.6,173,0,No Failure
6244,53423,L,301.0,310.4,2204,16.6,175,0,No Failure
6245,21104,M,301.0,310.4,1665,30.9,177,0,No Failure
6246,53425,L,300.9,310.4,1445,41.7,180,0,No Failure
6247,35660,H,300.8,310.3,1457,46.8,182,0,No Failure
6248,53427,L,300.8,310.2,1492,46.3,187,0,No Failure
6249,53428,L,300.8,310.1,1405,61.2,189,1,Power Failure
6250,53429,L,300.7,310.1,1542,35.5,191,0,No Failure
6251,53430,L,300.8,310.2,1520,37.7,193,0,No Failure
6252,21111,M,300.8,310.2,1598,36.5,195,0,No Failure
6253,53432,L,300.8,310.3,1538,36.1,198,0,No Failure
6254,53433,L,300.9,310.4,1615,30.9,200,0,No Failure
6255,53434,L,301.0,310.5,1408,47.0,202,0,No Failure
6256,53435,L,301.0,310.5,1379,57.3,204,1,Overstrain Failure
6257,53436,L,301.0,310.6,1493,37.8,206,1,Tool Wear Failure
6258,53437,L,301.1,310.7,1376,49.1,0,0,No Failure
6259,21118,M,301.1,310.7,1583,40.7,2,0,No Failure
6260,21119,M,301.2,310.8,1396,47.4,5,0,No Failure
6261,53440,L,301.1,310.7,1436,45.3,8,0,No Failure
6262,53441,L,301.1,310.6,1417,47.6,10,0,No Failure
6263,53442,L,301.0,310.6,1641,33.4,12,0,No Failure
6264,21123,M,301.0,310.6,1698,27.3,14,0,No Failure
6265,53444,L,300.9,310.4,1541,39.1,17,0,No Failure
6266,53445,L,300.8,310.3,1383,46.6,19,0,No Failure
6267,53446,L,300.8,310.4,1368,46.8,21,0,No Failure
6268,53447,L,300.8,310.4,1570,35.2,23,0,No Failure
6269,53448,L,300.9,310.5,1616,33.5,25,0,No Failure
6270,21129,M,300.9,310.5,1444,43.2,27,0,No Failure
6271,53450,L,300.9,310.4,2021,18.8,30,0,No Failure
6272,21131,M,300.9,310.5,1702,29.3,32,0,No Failure
6273,21132,M,301.1,310.6,1429,52.7,35,0,No Failure
6274,53453,L,301.2,310.8,1711,28.9,38,0,No Failure
6275,21134,M,301.2,310.7,1543,32.9,40,0,No Failure
6276,53455,L,301.3,310.8,1628,32.2,43,0,No Failure
6277,53456,L,301.2,310.8,1233,64.6,45,0,No Failure
6278,53457,L,301.2,310.8,1461,40.6,47,0,No Failure
6279,53458,L,301.2,310.7,1568,38.3,49,0,No Failure
6280,53459,L,301.3,310.8,1432,54.4,51,0,No Failure
6281,21140,M,301.2,310.7,1527,41.1,53,0,No Failure
6282,21141,M,301.3,310.8,1455,41.2,56,0,No Failure
6283,21142,M,301.3,310.8,1418,45.4,59,0,No Failure
6284,53463,L,301.3,310.8,1719,29.5,62,0,No Failure
6285,21144,M,301.2,310.8,1734,31.3,64,0,No Failure
6286,21145,M,301.2,310.7,1426,46.1,67,0,No Failure
6287,53466,L,301.1,310.6,1611,35.2,70,0,No Failure
6288,21147,M,301.1,310.6,1479,41.1,72,0,No Failure
6289,53468,L,301.0,310.5,1317,50.9,75,0,No Failure
6290,53469,L,301.0,310.5,1248,61.4,77,0,No Failure
6291,53470,L,301.0,310.5,1932,21.7,79,0,No Failure
6292,21151,M,301.1,310.5,1547,35.8,81,0,No Failure
6293,53472,L,301.0,310.4,1614,31.6,84,0,No Failure
6294,35707,H,301.0,310.4,1512,44.9,86,0,No Failure
6295,53474,L,301.1,310.5,1529,38.7,91,0,No Failure
6296,35709,H,301.1,310.6,1782,24.9,93,0,No Failure
6297,53476,L,301.0,310.5,1429,39.4,98,0,No Failure
6298,21157,M,301.1,310.5,1309,60.7,100,0,No Failure
6299,53478,L,301.1,310.5,1428,44.1,103,0,No Failure
6300,53479,L,301.2,310.6,1385,49.2,105,0,No Failure
6301,53480,L,301.2,310.7,1517,39.4,107,0,No Failure
6302,21161,M,301.2,310.6,1576,39.6,109,0,No Failure
6303,53482,L,301.2,310.6,1437,51.2,112,0,No Failure
6304,35717,H,301.2,310.6,1457,50.5,114,0,No Failure
6305,53484,L,301.1,310.5,1532,37.5,119,0,No Failure
6306,21165,M,301.1,310.5,1603,32.6,121,0,No Failure
6307,53486,L,301.0,310.4,1563,34.4,124,0,No Failure
6308,53487,L,301.0,310.3,1617,34.5,126,0,No Failure
6309,21168,M,300.8,310.1,1686,26.9,128,0,No Failure
6310,53489,L,300.9,310.2,1382,50.4,131,0,No Failure
6311,53490,L,300.9,310.1,2090,17.8,133,0,No Failure
6312,53491,L,300.9,310.3,1446,44.5,135,0,No Failure
6313,21172,M,300.9,310.2,1533,38.1,137,0,No Failure
6314,53493,L,300.9,310.3,1440,47.6,140,0,No Failure
6315,21174,M,301.0,310.4,1793,25.0,142,0,No Failure
6316,21175,M,301.0,310.4,1517,46.1,145,0,No Failure
6317,53496,L,300.9,310.4,1544,36.0,148,0,No Failure
6318,53497,L,300.9,310.3,1321,48.8,150,0,No Failure
6319,21178,M,300.9,310.3,1416,50.9,152,0,No Failure
6320,53499,L,300.8,310.2,1514,40.0,155,0,No Failure
6321,21180,M,300.8,310.2,1304,52.5,157,0,No Failure
6322,53501,L,300.7,310.2,1286,64.9,160,0,No Failure
6323,21182,M,300.7,310.1,1483,40.2,162,0,No Failure
6324,53503,L,300.7,310.1,1351,46.9,165,0,No Failure
6325,21184,M,300.7,310.1,1367,52.6,167,0,No Failure
6326,53505,L,300.7,310.1,1721,32.3,170,0,No Failure
6327,53506,L,300.6,310.0,1455,40.4,172,0,No Failure
6328,53507,L,300.6,310.0,1425,49.5,174,0,No Failure
6329,53508,L,300.7,310.0,1672,29.7,176,0,No Failure
6330,21189,M,300.7,310.0,1641,34.6,178,0,No Failure
6331,21190,M,300.5,310.0,1580,37.0,181,0,No Failure
6332,35745,H,300.5,310.0,1495,47.4,184,0,No Failure
6333,21192,M,300.5,309.9,1994,19.8,189,0,No Failure
6334,21193,M,300.4,309.9,1415,31.8,192,0,No Failure
6335,21194,M,300.4,309.8,1725,30.4,195,0,No Failure
6336,21195,M,300.4,309.8,1430,43.4,198,0,No Failure
6337,53516,L,300.4,309.8,1395,48.1,201,0,No Failure
6338,21197,M,300.4,309.8,1435,43.6,203,0,No Failure
6339,53518,L,300.4,309.9,1681,28.6,206,0,No Failure
6340,53519,L,300.5,310.0,1451,48.6,208,0,No Failure
6341,35754,H,300.5,309.9,1397,45.9,210,1,Tool Wear Failure
6342,21201,M,300.4,309.8,1421,47.2,0,0,No Failure
6343,21202,M,300.3,309.8,1444,42.0,3,0,No Failure
6344,53523,L,300.2,309.8,1827,23.0,6,0,No Failure
6345,35758,H,300.2,309.8,1374,47.7,8,0,No Failure
6346,53525,L,300.2,309.8,1650,29.6,13,0,No Failure
6347,53526,L,300.2,309.7,1275,60.7,15,0,No Failure
6348,53527,L,300.2,309.7,1421,44.6,17,0,No Failure
6349,53528,L,300.2,309.8,1557,33.8,19,0,No Failure
6350,53529,L,300.1,309.8,1506,35.2,21,0,No Failure
6351,53530,L,300.1,309.7,1362,49.1,23,0,No Failure
6352,53531,L,300.0,309.7,1542,47.1,25,0,No Failure
6353,53532,L,300.0,309.6,1496,38.8,27,0,No Failure
6354,21213,M,300.0,309.6,1491,42.0,29,0,No Failure
6355,53534,L,300.1,309.6,1565,34.8,32,0,No Failure
6356,53535,L,300.1,309.7,1481,37.9,34,0,No Failure
6357,21216,M,300.1,309.7,1420,48.4,36,0,No Failure
6358,53537,L,300.2,309.8,1398,54.8,39,0,No Failure
6359,21218,M,300.2,309.8,1466,45.7,41,0,No Failure
6360,53539,L,300.1,309.8,1430,56.7,44,0,No Failure
6361,53540,L,300.1,309.7,1441,40.1,46,0,No Failure
6362,21221,M,300.1,309.7,1348,57.3,48,0,No Failure
6363,53542,L,300.0,309.6,1738,28.7,51,0,No Failure
6364,21223,M,300.0,309.6,1618,36.2,53,0,No Failure
6365,21224,M,299.9,309.6,1489,41.7,56,0,No Failure
6366,21225,M,299.9,309.5,1412,57.9,59,0,No Failure
6367,21226,M,299.9,309.5,2065,18.1,62,0,No Failure
6368,53547,L,300.0,309.6,1571,33.1,65,0,No Failure
6369,21228,M,300.0,309.6,1423,48.7,67,0,No Failure
6370,35783,H,300.0,309.5,1781,24.9,70,0,No Failure
6371,53550,L,300.1,309.6,1321,46.9,75,0,No Failure
6372,53551,L,300.1,309.6,1546,36.7,77,0,No Failure
6373,21232,M,300.0,309.5,1879,22.4,79,0,No Failure
6374,35787,H,300.0,309.5,1735,28.9,82,0,No Failure
6375,53554,L,300.0,309.5,1506,38.8,87,0,No Failure
6376,35789,H,300.0,309.6,1629,32.3,89,0,No Failure
6377,53556,L,300.0,309.6,1694,28.7,94,0,No Failure
6378,53557,L,300.1,309.6,1541,37.0,96,0,No Failure
6379,53558,L,300.0,309.6,1514,44.6,98,0,No Failure
6380,53559,L,300.1,309.7,1485,45.9,100,0,No Failure
6381,53560,L,300.2,309.8,1430,55.0,102,0,No Failure
6382,53561,L,300.2,309.7,1771,27.1,104,0,No Failure
6383,53562,L,300.2,309.8,1481,41.9,106,0,No Failure
6384,35797,H,300.2,309.7,1483,43.8,108,0,No Failure
6385,35798,H,300.1,309.6,1463,45.1,113,0,No Failure
6386,53565,L,300.1,309.7,1410,48.3,118,0,No Failure
6387,53566,L,300.2,309.7,1656,34.3,120,0,No Failure
6388,21247,M,300.2,309.8,1487,39.2,122,0,No Failure
6389,35802,H,300.3,309.9,1509,46.6,125,0,No Failure
6390,35803,H,300.3,309.9,1677,30.1,130,0,No Failure
6391,53570,L,300.3,309.8,1450,55.0,135,0,No Failure
6392,21251,M,300.2,309.7,1413,43.0,137,0,No Failure
6393,53572,L,300.1,309.7,1680,33.8,140,0,No Failure
6394,53573,L,300.2,309.7,1678,30.5,142,0,No Failure
6395,21254,M,300.2,309.7,1408,44.0,144,0,No Failure
6396,21255,M,300.1,309.6,1376,52.1,147,0,No Failure
6397,53576,L,300.0,309.6,1526,46.4,150,0,No Failure
6398,21257,M,300.0,309.6,1587,32.6,152,0,No Failure
6399,53578,L,300.1,309.7,1351,58.2,155,0,No Failure
6400,21259,M,300.1,309.6,1501,38.0,157,0,No Failure
6401,53580,L,300.1,309.7,1601,35.8,160,0,No Failure
6402,21261,M,300.0,309.6,1573,39.7,162,0,No Failure
6403,21262,M,300.1,309.6,1584,36.7,165,0,No Failure
6404,53583,L,300.1,309.6,1649,33.6,168,0,No Failure
6405,21264,M,300.2,309.7,1183,61.4,170,0,No Failure
6406,53585,L,300.1,309.7,2151,17.5,173,0,No Failure
6407,53586,L,300.2,309.8,1526,45.6,175,0,No Failure
6408,21267,M,300.3,309.9,1611,29.0,177,0,No Failure
6409,53588,L,300.3,309.9,1601,31.7,180,0,No Failure
6410,53589,L,300.3,310.0,1560,40.8,182,0,No Failure
6411,53590,L,300.4,310.1,1544,41.9,184,0,No Failure
6412,21271,M,300.4,310.0,1560,42.3,186,0,No Failure
6413,53592,L,300.4,310.0,1423,44.2,189,0,No Failure
6414,53593,L,300.4,310.1,1614,33.5,191,0,No Failure
6415,21274,M,300.4,310.1,1457,35.1,193,0,No Failure
6416,53595,L,300.4,310.1,1503,42.2,196,0,No Failure
6417,35830,H,300.4,310.1,1484,38.0,198,0,No Failure
6418,53597,L,300.3,309.9,1540,39.9,203,0,No Failure
6419,35832,H,300.3,309.9,1405,52.1,205,0,No Failure
6420,35833,H,300.3,309.9,1394,46.7,210,1,Tool Wear Failure
6421,53600,L,300.3,309.9,1518,36.4,0,0,No Failure
6422,53601,L,300.3,309.9,1527,41.4,2,0,No Failure
6423,53602,L,300.3,309.9,1377,55.3,4,0,No Failure
6424,21283,M,300.3,310.0,1537,37.5,6,0,No Failure
6425,21284,M,300.3,310.0,1409,43.2,9,0,No Failure
6426,53605,L,300.3,309.9,1393,56.1,12,0,No Failure
6427,53606,L,300.2,309.7,1448,36.8,14,0,No Failure
6428,53607,L,300.2,309.8,1418,49.3,16,0,No Failure
6429,21288,M,300.2,309.8,1743,24.1,18,0,No Failure
6430,21289,M,300.2,309.8,1394,47.4,21,0,No Failure
6431,53610,L,300.3,309.8,1523,39.2,24,0,No Failure
6432,53611,L,300.2,309.8,1353,59.4,26,0,No Failure
6433,21292,M,300.3,309.9,1447,46.5,28,0,No Failure
6434,53613,L,300.3,309.9,1570,34.0,31,0,No Failure
6435,21294,M,300.3,309.9,1494,38.5,33,0,No Failure
6436,53615,L,300.3,309.9,1621,34.1,36,0,No Failure
6437,53616,L,300.4,310.0,1769,26.1,38,0,No Failure
6438,53617,L,300.4,310.0,1282,66.1,40,0,No Failure
6439,53618,L,300.4,310.0,1581,30.3,42,0,No Failure
6440,53619,L,300.6,310.1,1656,32.7,44,0,No Failure
6441,53620,L,300.6,310.2,1648,31.7,46,0,No Failure
6442,53621,L,300.7,310.2,1639,31.4,48,0,No Failure
6443,53622,L,300.7,310.2,1348,54.8,50,0,No Failure
6444,53623,L,300.8,310.3,1537,33.3,52,0,No Failure
6445,21304,M,300.8,310.3,1270,61.0,54,0,No Failure
6446,53625,L,300.7,310.3,1662,34.4,57,0,No Failure
6447,21306,M,300.7,310.3,1471,40.2,59,0,No Failure
6448,53627,L,300.6,310.1,1337,45.8,62,0,No Failure
6449,35862,H,300.7,310.2,1877,24.8,64,0,No Failure
6450,53629,L,300.6,310.2,1519,44.6,69,0,No Failure
6451,53630,L,300.6,310.2,1378,47.3,71,0,No Failure
6452,53631,L,300.7,310.2,1696,27.5,73,0,No Failure
6453,53632,L,300.7,310.1,1376,50.8,75,0,No Failure
6454,53633,L,300.7,310.2,1807,24.2,77,0,No Failure
6455,53634,L,300.7,310.1,1598,32.8,79,0,No Failure
6456,53635,L,300.7,310.1,1565,40.2,81,0,No Failure
6457,53636,L,300.7,310.2,1387,50.6,83,0,No Failure
6458,53637,L,300.7,310.0,1395,48.0,85,0,No Failure
6459,21318,M,300.6,310.0,1302,62.9,87,0,No Failure
6460,21319,M,300.6,310.0,1397,55.2,90,0,No Failure
6461,53640,L,300.6,310.0,1313,52.9,93,0,No Failure
6462,53641,L,300.6,310.0,1505,35.9,95,0,No Failure
6463,35876,H,300.6,310.0,1483,44.0,97,0,No Failure
6464,35877,H,300.5,310.0,1358,60.4,102,0,No Failure
6465,21324,M,300.5,309.9,1735,27.0,107,0,No Failure
6466,21325,M,300.5,309.8,1416,48.5,110,0,No Failure
6467,53646,L,300.4,309.7,1740,31.1,113,0,No Failure
6468,53647,L,300.4,309.7,1692,27.4,115,0,No Failure
6469,53648,L,300.5,309.8,1507,42.5,117,0,No Failure
6470,21329,M,300.4,309.6,1521,35.0,119,0,No Failure
6471,53650,L,300.4,309.6,1379,54.5,122,0,No Failure
6472,53651,L,300.4,309.6,1523,38.5,124,0,No Failure
6473,35886,H,300.4,309.6,1571,33.6,126,0,No Failure
6474,35887,H,300.4,309.5,1547,50.7,131,0,No Failure
6475,21334,M,300.5,309.7,1347,54.3,136,0,No Failure
6476,53655,L,300.5,309.7,1560,30.2,139,0,No Failure
6477,53656,L,300.5,309.7,1384,48.6,141,0,No Failure
6478,53657,L,300.5,309.7,1841,24.6,143,0,No Failure
6479,53658,L,300.5,309.8,1663,29.1,145,1,No Failure
6480,53659,L,300.6,309.8,1418,42.7,147,0,No Failure
6481,53660,L,300.7,309.9,1775,26.6,149,0,No Failure
6482,53661,L,300.7,309.8,1406,48.4,151,0,No Failure
6483,53662,L,300.6,309.9,1480,43.7,153,0,No Failure
6484,53663,L,300.7,309.9,1412,45.3,155,0,No Failure
6485,35898,H,300.6,309.8,1913,22.5,157,0,No Failure
6486,53665,L,300.6,309.8,1629,37.6,162,0,No Failure
6487,53666,L,300.5,309.8,1939,21.4,164,0,No Failure
6488,35901,H,300.6,309.8,1541,36.2,166,0,No Failure
6489,53668,L,300.7,309.8,1330,54.4,171,0,No Failure
6490,21349,M,300.7,309.8,1490,38.8,173,0,No Failure
6491,53670,L,300.7,309.9,1383,44.5,176,0,No Failure
6492,53671,L,300.8,310.0,1468,52.7,178,0,No Failure
6493,21352,M,300.8,309.9,1444,46.0,180,0,No Failure
6494,53673,L,300.7,309.8,1363,53.1,183,0,No Failure
6495,53674,L,300.6,309.7,1617,33.2,185,0,No Failure
6496,21355,M,300.6,309.8,1694,31.1,187,0,No Failure
6497,53676,L,300.7,309.9,1815,27.0,190,0,No Failure
6498,53677,L,300.8,309.9,1312,65.3,192,1,Overstrain Failure
6499,35912,H,300.8,309.9,2041,19.2,194,0,No Failure
6500,53679,L,300.9,310.0,1671,26.8,199,0,No Failure
6501,21360,M,300.9,310.0,1416,46.6,201,0,No Failure
6502,21361,M,300.9,310.0,1600,36.0,204,0,No Failure
6503,53682,L,300.9,310.0,2595,13.7,207,0,No Failure
6504,21363,M,300.9,309.9,1465,42.9,209,0,No Failure
6505,21364,M,301.0,310.1,1681,27.4,212,0,No Failure
6506,53685,L,301.1,310.1,1457,39.6,215,0,No Failure
6507,35920,H,301.0,310.1,1454,44.1,217,0,No Failure
6508,53687,L,301.0,310.1,1558,32.6,0,0,No Failure
6509,35922,H,301.0,310.1,1756,30.7,2,0,No Failure
6510,53689,L,301.1,310.1,1564,36.8,7,0,No Failure
6511,53690,L,301.1,310.2,1455,55.3,9,0,No Failure
6512,21371,M,301.2,310.1,2280,15.7,11,0,No Failure
6513,21372,M,301.1,310.0,1433,48.1,14,0,No Failure
6514,53693,L,301.1,310.0,1513,38.0,17,0,No Failure
6515,53694,L,301.0,309.9,1507,41.8,19,0,No Failure
6516,53695,L,301.0,310.0,1480,43.5,21,0,No Failure
6517,35930,H,301.1,310.0,1470,40.1,23,0,No Failure
6518,53697,L,301.1,310.1,1540,36.6,28,0,No Failure
6519,35932,H,301.0,310.0,1212,67.9,30,0,No Failure
6520,53699,L,301.1,310.1,1417,46.9,35,0,No Failure
6521,21380,M,301.2,310.1,1666,34.9,37,0,No Failure
6522,53701,L,301.1,310.1,1666,27.2,40,0,No Failure
6523,53702,L,301.1,310.1,1489,45.8,42,0,No Failure
6524,21383,M,301.1,310.2,1850,27.7,44,0,No Failure
6525,53704,L,301.1,310.4,1874,24.8,47,0,No Failure
6526,53705,L,301.1,310.4,1312,73.6,49,1,Power Failure
6527,53706,L,301.2,310.4,1515,38.4,51,0,No Failure
6528,53707,L,301.2,310.4,1516,44.4,53,0,No Failure
6529,53708,L,301.2,310.5,1546,40.0,55,0,No Failure
6530,53709,L,301.3,310.6,1481,40.9,57,0,No Failure
6531,35944,H,301.3,310.6,1605,32.5,59,0,No Failure
6532,35945,H,301.2,310.7,1656,26.2,64,0,No Failure
6533,35946,H,301.2,310.6,1352,52.0,69,0,No Failure
6534,53713,L,301.3,310.7,1504,47.2,74,0,No Failure
6535,53714,L,301.3,310.6,1436,44.2,76,0,No Failure
6536,35949,H,301.2,310.5,1505,43.6,78,0,No Failure
6537,53716,L,301.3,310.5,1406,47.1,83,0,No Failure
6538,21397,M,301.3,310.5,1481,39.7,85,0,No Failure
6539,53718,L,301.4,310.7,1487,44.6,88,0,No Failure
6540,53719,L,301.4,310.7,1436,54.1,90,0,No Failure
6541,21400,M,301.4,310.7,1368,63.7,92,1,Power Failure
6542,53721,L,301.4,310.7,1509,38.3,95,0,No Failure
6543,53722,L,301.4,310.8,1543,36.9,97,0,No Failure
6544,53723,L,301.4,310.8,1698,29.6,99,0,No Failure
6545,21404,M,301.4,310.7,1470,46.5,101,0,No Failure
6546,21405,M,301.4,310.8,1738,30.3,104,0,No Failure
